,fishing_values_vec,r_value_vec,omega_value_vec,dispersal_value_vec,disturbance_prob_vec,disturbance_size_vec,disturbance_magnitude_vec,objective_vec,optimal_spacing,mean_objective_value
4.95,1,3,1.2,0.7,0.005,2,0.9,persistence,2.5,10
4.96,1,3,1.2,0.7,0.005,2,0.9,persistence,1,10
4.97,1,3,1.2,0.7,0.005,2,0.9,persistence,1,10
4.98,1,3,1.2,0.7,0.005,2,0.9,persistence,1,10
4.99,1,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.1,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1.5,10
5.2,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1.5,10
5.3,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.4,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.5,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.6,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.7,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.8,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.9,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.10,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.11,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.12,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.13,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.14,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.15,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.16,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.17,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.18,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.19,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.20,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.21,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.22,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.23,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.24,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.25,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.26,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.27,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.28,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.29,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.30,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.31,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.32,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.33,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.34,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.35,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.36,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.37,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.38,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.39,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.40,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.41,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.42,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.43,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.44,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.45,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.46,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.47,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.48,0.75,3,1.2,0.7,0.005,2,0.9,persistence,2.5,10
5.49,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.50,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.51,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.52,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.53,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.54,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.55,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.56,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.57,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.58,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.59,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.60,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.61,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.62,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.63,0.75,3,1.2,0.7,0.005,2,0.9,persistence,2.5,10
5.64,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.65,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.66,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1.5,10
5.67,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.68,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.69,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.70,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.71,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.72,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.73,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.74,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.75,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.76,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.77,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.78,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.79,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.80,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.81,0.75,3,1.2,0.7,0.005,2,0.9,persistence,2,10
5.82,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.83,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.84,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.85,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.86,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.87,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.88,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.89,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.90,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.91,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.92,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.93,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.94,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.95,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.96,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.97,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.98,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
5.99,0.75,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.1,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.2,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.3,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.4,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.5,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.6,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.7,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.8,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.9,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.10,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.11,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.12,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.13,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.14,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.15,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.16,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.17,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.18,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.19,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.20,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.21,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.22,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.23,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.24,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.25,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.26,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.27,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.28,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.29,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.30,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.31,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.32,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.33,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.34,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.35,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.36,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.37,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1.5,10
6.38,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.39,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.40,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.41,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.42,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.43,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.44,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.45,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.46,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.47,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.48,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.49,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.50,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.51,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.52,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.53,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.54,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.55,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.56,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.57,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.58,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.59,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.60,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.61,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.62,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.63,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.64,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.65,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.66,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.67,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.68,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.69,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.70,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.71,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.72,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.73,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.74,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1.5,10
6.75,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.76,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.77,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.78,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1.5,10
6.79,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1.5,10
6.80,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.81,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.82,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.83,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.84,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.85,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.86,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.87,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.88,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.89,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.90,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.91,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.92,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.93,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.94,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.95,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.96,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.97,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.98,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
6.99,0.5,3,1.2,0.7,0.005,2,0.9,persistence,1,10
7,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,10
7.1,1,3,1.2,0.7,0.01,2,0.9,persistence,2,10
7.2,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.3,1,3,1.2,0.7,0.01,2,0.9,persistence,2,9
7.4,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.5,1,3,1.2,0.7,0.01,2,0.9,persistence,2,10
7.6,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.7,1,3,1.2,0.7,0.01,2,0.9,persistence,2,10
7.8,1,3,1.2,0.7,0.01,2,0.9,persistence,1,9
7.9,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.10,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.11,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.12,1,3,1.2,0.7,0.01,2,0.9,persistence,2.5,10
7.13,1,3,1.2,0.7,0.01,2,0.9,persistence,2,10
7.14,1,3,1.2,0.7,0.01,2,0.9,persistence,2.5,10
7.15,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.16,1,3,1.2,0.7,0.01,2,0.9,persistence,2.5,10
7.17,1,3,1.2,0.7,0.01,2,0.9,persistence,2,10
7.18,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.19,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.20,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.21,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.22,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.23,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.24,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.25,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,10
7.26,1,3,1.2,0.7,0.01,2,0.9,persistence,2,10
7.27,1,3,1.2,0.7,0.01,2,0.9,persistence,2,10
7.28,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.29,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.30,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.31,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,10
7.32,1,3,1.2,0.7,0.01,2,0.9,persistence,2,10
7.33,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.34,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.35,1,3,1.2,0.7,0.01,2,0.9,persistence,2.5,10
7.36,1,3,1.2,0.7,0.01,2,0.9,persistence,2,10
7.37,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.38,1,3,1.2,0.7,0.01,2,0.9,persistence,2.5,10
7.39,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.40,1,3,1.2,0.7,0.01,2,0.9,persistence,2.5,10
7.41,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.42,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.43,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.44,1,3,1.2,0.7,0.01,2,0.9,persistence,2.5,10
7.45,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.46,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.47,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.48,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.49,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.50,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.51,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.52,1,3,1.2,0.7,0.01,2,0.9,persistence,2,10
7.53,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.54,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.55,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.56,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.57,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.58,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.59,1,3,1.2,0.7,0.01,2,0.9,persistence,2.5,10
7.60,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.61,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.62,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.63,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.64,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.65,1,3,1.2,0.7,0.01,2,0.9,persistence,3,10
7.66,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.67,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.68,1,3,1.2,0.7,0.01,2,0.9,persistence,2,10
7.69,1,3,1.2,0.7,0.01,2,0.9,persistence,2,10
7.70,1,3,1.2,0.7,0.01,2,0.9,persistence,2,10
7.71,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,10
7.72,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,10
7.73,1,3,1.2,0.7,0.01,2,0.9,persistence,2.5,10
7.74,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.75,1,3,1.2,0.7,0.01,2,0.9,persistence,2.5,10
7.76,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.77,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,10
7.78,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.79,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.80,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.81,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.82,1,3,1.2,0.7,0.01,2,0.9,persistence,2.5,10
7.83,1,3,1.2,0.7,0.01,2,0.9,persistence,2.5,10
7.84,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.85,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.86,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.87,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.88,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.89,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.90,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.91,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.92,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.93,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.94,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.95,1,3,1.2,0.7,0.01,2,0.9,persistence,2.5,10
7.96,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.97,1,3,1.2,0.7,0.01,2,0.9,persistence,1,10
7.98,1,3,1.2,0.7,0.01,2,0.9,persistence,1.5,10
7.99,1,3,1.2,0.7,0.01,2,0.9,persistence,2.5,10
8,0.75,3,1.2,0.7,0.01,2,0.9,persistence,2,10
8.1,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.2,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.3,0.75,3,1.2,0.7,0.01,2,0.9,persistence,2,10
8.4,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.5,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.6,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.7,0.75,3,1.2,0.7,0.01,2,0.9,persistence,2.5,10
8.8,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.9,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.10,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.11,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.12,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.13,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.14,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.15,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.16,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1.5,10
8.17,0.75,3,1.2,0.7,0.01,2,0.9,persistence,2,10
8.18,0.75,3,1.2,0.7,0.01,2,0.9,persistence,2,10
8.19,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.20,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.21,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.22,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.23,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.24,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.25,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.26,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.27,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.28,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.29,0.75,3,1.2,0.7,0.01,2,0.9,persistence,3,10
8.30,0.75,3,1.2,0.7,0.01,2,0.9,persistence,2.5,10
8.31,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.32,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.33,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.34,0.75,3,1.2,0.7,0.01,2,0.9,persistence,2,10
8.35,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.36,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.37,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1.5,10
8.38,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.39,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.40,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1.5,10
8.41,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.42,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1.5,10
8.43,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.44,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.45,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.46,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.47,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.48,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1.5,10
8.49,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.50,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.51,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.52,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.53,0.75,3,1.2,0.7,0.01,2,0.9,persistence,2,10
8.54,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.55,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1.5,10
8.56,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.57,0.75,3,1.2,0.7,0.01,2,0.9,persistence,2,10
8.58,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.59,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.60,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.61,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.62,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.63,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.64,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
8.65,0.75,3,1.2,0.7,0.01,2,0.9,persistence,1,10
